Notebook Path,Notebook Name,Character Count
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik,Grundlagen_und_Statistische_Prinzipien_des_Bootstrappings.ipynb,7706
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik,Induktive_Statistik.ipynb,35
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik,Interpretation_Regressionsanalyse.ipynb,3272
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik,Lineare_Regression.ipynb,15416
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik,Logistische_Regression.ipynb,7884
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik,measures_of_central_tendency_and_spread.ipynb,3208
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik,outliers_and_correlation.ipynb,8558
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik,plot_assessment.ipynb,3098
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik,Wahl_zw_Lineare_und_Logistische_Regression.ipynb,4516
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik,_Statistik_.ipynb,90
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik\.ipynb_checkpoints,Anwendung_Regressionsmodelle_in_Python-checkpoint.ipynb,8403
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik\.ipynb_checkpoints,bootstrapping-checkpoint.ipynb,264
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik\.ipynb_checkpoints,confidence_measures-checkpoint.ipynb,30692
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik\.ipynb_checkpoints,Diskrete_und_kontinuierliche_Datentypen-checkpoint.ipynb,4936
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik\.ipynb_checkpoints,Diskrete_und_stetige_Daten-checkpoint.ipynb,3935
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik\.ipynb_checkpoints,evtl_Verzerrungen_Regressionsmodelle-checkpoint.ipynb,4217
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik\.ipynb_checkpoints,ex_Hypothesentest_Geiser_Uebungen-checkpoint.ipynb,7448
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik\.ipynb_checkpoints,fundamental_statistical_distributions-checkpoint.ipynb,28779
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik\.ipynb_checkpoints,Grundlagen_und_Statistische_Prinzipien_des_Bootstrappings-checkpoint.ipynb,7706
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik\.ipynb_checkpoints,Interpretation_Regressionsanalyse-checkpoint.ipynb,3272
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik\.ipynb_checkpoints,Lineare_Regression-checkpoint.ipynb,15416
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik\.ipynb_checkpoints,Logistische_Regression-checkpoint.ipynb,7884
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik\.ipynb_checkpoints,measures_of_central_tendency_and_spread-checkpoint.ipynb,3208
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik\.ipynb_checkpoints,outliers_and_correlation-checkpoint.ipynb,8558
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik\.ipynb_checkpoints,plot_assessment-checkpoint.ipynb,3098
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik\.ipynb_checkpoints,Wahl_zw_Lineare_und_Logistische_Regression-checkpoint.ipynb,4516
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Statistik\.ipynb_checkpoints,_Statistik_-checkpoint.ipynb,90
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Visualisierung\Grafik,Annotations_Seaborn.ipynb,1046
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Visualisierung\Grafik,Piechart.ipynb,1611
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Visualisierung\Grafik,plots.ipynb,3514
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Visualisierung\Grafik,Scatterplot.ipynb,1769
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Visualisierung\Grafik,Seaborn_Methods.ipynb,2698
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Visualisierung\Grafik,Seaborn_vs._Matplotlib.ipynb,110
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Visualisierung\Grafik,Untitled.ipynb,0
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Visualisierung\Grafik,_Matplotlib_Basics_.ipynb,3653
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Visualisierung\Grafik,_Seaborn_Basics_.ipynb,3132
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Visualisierung\Grafik\.ipynb_checkpoints,plots-checkpoint.ipynb,3514
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Visualisierung\Storytelling,Storytelling.ipynb,83
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.1,Datenaufbereitung_mit_Pandas.ipynb,7782
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.1,fortgeschrittene_Datenmanipulationstechniken.ipynb,6669
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.1\.ipynb_checkpoints,Datenaufbereitung_mit_Pandas-checkpoint.ipynb,7782
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.1\.ipynb_checkpoints,fortgeschrittene_Datenmanipulationstechniken-checkpoint.ipynb,6669
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.2,beziehung_dataframe_series.ipynb,2529
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.2,iloc_loc.ipynb,1878
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.2,Indexierung_vekorisierte_Funktionen.ipynb,5735
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.2,Uebungen_Geiser.ipynb,1108
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.2\.ipynb_checkpoints,beziehung_dataframe_series-checkpoint.ipynb,2529
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.2\.ipynb_checkpoints,iloc_loc-checkpoint.ipynb,1878
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.2\.ipynb_checkpoints,Indexierung_vekorisierte_Funktionen-checkpoint.ipynb,5735
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.3,Array_operations.ipynb,3988
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.3,Datenstrukturen_Unterschiede_Anwendungsfaelle.ipynb,4623
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.3,Effizienz_und_Eignung_verschiedener_Datentypen.ipynb,5881
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.3,uebungen.ipynb,5168
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.3\.ipynb_checkpoints,Array_operations-checkpoint.ipynb,3988
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.3\.ipynb_checkpoints,Datenstrukturen_Unterschiede_Anwendungsfaelle-checkpoint.ipynb,4623
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.3\.ipynb_checkpoints,Effizienz_und_Eignung_verschiedener_Datentypen-checkpoint.ipynb,5881
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.3\.ipynb_checkpoints,uebungen-checkpoint.ipynb,5168
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.4,deskriptives_statistik_pandas.ipynb,6048
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.4,ex_aufgabe_gewinn_mitarbeiter_maschinen.ipynb,1908
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.4,ex_reflexionsfragen.ipynb,260
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.4,groupby_pivot_crosstable.ipynb,4102
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.4,umformen_unterteilen_sortieren_pandas.ipynb,3508
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.4\.ipynb_checkpoints,deskriptives_statistik_pandas-checkpoint.ipynb,6048
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.4\.ipynb_checkpoints,ex_aufgabe_gewinn_mitarbeiter_maschinen-checkpoint.ipynb,1908
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.4\.ipynb_checkpoints,ex_reflexionsfragen-checkpoint.ipynb,260
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.4\.ipynb_checkpoints,groupby_pivot_crosstable-checkpoint.ipynb,4102
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.1.4\.ipynb_checkpoints,umformen_unterteilen_sortieren_pandas-checkpoint.ipynb,3508
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.2.1,python_libraries.ipynb,5511
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.2.1,statistische_kennzahlen_python.ipynb,4442
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.2.1\.ipynb_checkpoints,python_libraries-checkpoint.ipynb,5511
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.2.1\.ipynb_checkpoints,statistische_kennzahlen_python-checkpoint.ipynb,4442
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.2.2,auswahl_geeigneter_testdatensaetze.ipynb,6426
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.2.2,Reflexionsfragen.ipynb,2493
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.2.2,test_datasets.ipynb,11361
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.2.2\.ipynb_checkpoints,Reflexionsfragen-checkpoint.ipynb,2493
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Themen\Zusammenfassungen\Objective_4.2.2\.ipynb_checkpoints,test_datasets-checkpoint.ipynb,11361
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Bilder,Quellverzeichnis_Bilder.ipynb,508
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Datensätze,Datensatz_Quellverzeichnis.ipynb,218
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\End_to_End_Projektbeispiele,eda_model_depression.ipynb,38026
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\End_to_End_Projektbeispiele,House_Price.ipynb,4414
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\End_to_End_Projektbeispiele,Tensorflow_BitCoin.ipynb,14306
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\End_to_End_Projektbeispiele,US_Superstore.ipynb,2932
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\End_to_End_Projektbeispiele,_Projektbeispiele_.ipynb,276
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\End_to_End_Projektbeispiele\.ipynb_checkpoints,House_Price-checkpoint.ipynb,4414
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Ausreißer.ipynb,44
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Backpropagation.ipynb,1094
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Batch_Normalization.ipynb,775
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Bootstrapping.ipynb,433
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Clustering.ipynb,22
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,DFN.ipynb,987
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,EDA.ipynb,1240
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Fold.ipynb,4320
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,GP.ipynb,1115
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Grouping.ipynb,76
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Konfidenzintervall.ipynb,21
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,KPIs.ipynb,941
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Kreuztabelle.ipynb,82
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Lagemaß.ipynb,2156
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,LOCF_NOCB.ipynb,589
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,LSTM.ipynb,1135
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,MAR.ipynb,1052
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Matrizen_or_Tensor.ipynb,0
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,MCAR.ipynb,1052
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,MICE.ipynb,954
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,MNAR.ipynb,873
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Multikollinearität.ipynb,73
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Ordinarität.ipynb,26
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Overflow_Underflow.ipynb,1811
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Pivottabelle.ipynb,1150
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Population.ipynb,556
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Regression_Model.ipynb,18
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,ResNet.ipynb,836
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,RNN.ipynb,2011
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Sentiment_Detection.ipynb,420
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Skedastizität.ipynb,250
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Stakeholder.ipynb,1420
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Subsetting.ipynb,386
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,To do.ipynb,991
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter,Zielvariable.ipynb,346
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter\.ipynb_checkpoints,KPIs-checkpoint.ipynb,0
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter\.ipynb_checkpoints,Regression_Model-checkpoint.ipynb,18
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Fachwörter\.ipynb_checkpoints,Stakeholder-checkpoint.ipynb,1420
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln,Accuracy.ipynb,10
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln,Bestimmtheitsmaß.ipynb,5336
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln,Bias_Off_Set.ipynb,333
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln,Boxplot_Quartil.ipynb,2671
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln,Eigenvektor.ipynb,14
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln,F_Score.ipynb,46
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln,Induktive_Statistik.ipynb,1204
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln,l.ipynb,0
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln,MAE.ipynb,1370
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln,Methode_der_kleinsten_Quadrate.ipynb,113
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln,MSE.ipynb,1166
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln,Multivariate_Statistik.ipynb,2535
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln,Standardabweichung.ipynb,347
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln,Stichproben_Größe.ipynb,1396
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln,Unterschied.ipynb,1210
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln,Varianz.ipynb,489
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln,_Formeln_.ipynb,179
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln\.ipynb_checkpoints,_Formeln_-checkpoint.ipynb,179
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Formeln\Mathenachhilfe,Mathenachhilfe .ipynb,2390
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Funktionen_und_Methoden,arr.reshape.ipynb,1521
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Funktionen_und_Methoden,df.crosstab.ipynb,441
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Funktionen_und_Methoden,df.fillna.ipynb,673
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Funktionen_und_Methoden,df.groupby.ipynb,767
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Funktionen_und_Methoden,df.iloc.ipynb,1044
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Funktionen_und_Methoden,df.loc.ipynb,917
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Funktionen_und_Methoden,df.sort_values.ipynb,563
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Funktionen_und_Methoden,drop.ipynb,149
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Funktionen_und_Methoden,Logarithmus.ipynb,69
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Funktionen_und_Methoden,multi_arrays.ipynb,1094
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Funktionen_und_Methoden,np.arange.ipynb,1531
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Funktionen_und_Methoden,np.array.ipynb,1832
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Funktionen_und_Methoden,np.linspace.ipynb,1883
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Funktionen_und_Methoden,np.random.rand.ipynb,1134
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Funktionen_und_Methoden,pd.DataFrame.ipynb,790
C:\Users\jbous\Desktop\Data-Analyst\Work_Ordner\Self_Education\Files\Data_Analyses\Zentral_Ordner\Funktionen_und_Methoden,pd.read_csv.ipynb,155
